hg38_CytoBands_Info,b,c,d,e,f,chm13v2.0_CytoBands_Info,h,i,j,k,l,m,n
chr7,107800000,115000000,q31.1,gpos75,7200000,chr7,109118351,116314793,q31.1,gpos75,7196442,liftover,
chr7,115000000,117700000,q31.2,gneg,2700000,chr7,116314793,119015389,q31.2,gneg,2700596,liftover,
chr7,117700000,121400000,q31.31,gpos75,3700000,chr7,119015389,122715324,q31.31,gpos75,3699935,liftover,
chr7,121400000,124100000,q31.32,gneg,2700000,chr7,122715324,125416714,q31.32,gneg,2701390,liftover,
chr7,124100000,127500000,q31.33,gpos75,3400000,chr7,125416714,128811644,q31.33,gpos75,3394930,liftover,
chr7,127500000,129600000,q32.1,gneg,2100000,chr7,128811644,130913119,q32.1,gneg,2101475,liftover,
chr7,129600000,130800000,q32.2,gpos25,1200000,chr7,130913119,132117533,q32.2,gpos25,1204414,liftover,
chr7,130800000,132900000,q32.3,gneg,2100000,chr7,132117533,134221510,q32.3,gneg,2103977,liftover,
chr7,132900000,138500000,q33,gpos50,5600000,chr7,134221510,139809728,q33,gpos50,5588218,liftover,
chr7,138500000,143400000,q34,gneg,4900000,chr7,139809728,144755427,q34,gneg,4945699,liftover,
chr7,143400000,148200000,q35,gpos75,4800000,chr7,144755427,149379963,q35,gpos75,4624536,liftover,
chr7,148200000,152800000,q36.1,gneg,4600000,chr7,149379963,153973252,q36.1,gneg,4593289,liftover,
chr7,152800000,155200000,q36.2,gpos25,2400000,chr7,153973252,156375514,q36.2,gpos25,2402262,liftover,
chr7,155200000,159345973,q36.3,gneg,4145973,chr7,156375514,160567428,q36.3,gneg,4191914,"L boundary liftover, R boundary set to chromosome end",
chr8,0,2300000,p23.3,gneg,2300000,chr8,0,2084125,p23.3,gneg,2084125,manual adjustment to match neighboring band boundary,
chr8,2300000,6300000,p23.2,gpos75,4000000,chr8,2084125,6054502,p23.2,gpos75,3970377,liftover,
chr8,6300000,12800000,p23.1,gneg,6500000,chr8,6054502,13066163,p23.1,gneg,7011661,manual adjustment to match neighboring band boundaries,
chr8,12800000,19200000,p22,gpos100,6400000,chr8,13066163,19465021,p22,gpos100,6398858,liftover,
chr8,19200000,23500000,p21.3,gneg,4300000,chr8,19465021,23774881,p21.3,gneg,4309860,liftover,
chr8,23500000,27500000,p21.2,gpos50,4000000,chr8,23774881,27777347,p21.2,gpos50,4002466,liftover,
chr8,27500000,29000000,p21.1,gneg,1500000,chr8,27777347,29278158,p21.1,gneg,1500811,liftover,
chr8,29000000,36700000,p12,gpos75,7700000,chr8,29278158,36976053,p12,gpos75,7697895,liftover,
chr8,36700000,38500000,p11.23,gneg,1800000,chr8,36976053,38776976,p11.23,gneg,1800923,liftover,
chr8,38500000,39900000,p11.22,gpos25,1400000,chr8,38776976,40177151,p11.22,gpos25,1400175,liftover,
chr8,39900000,43200000,p11.21,gneg,3300000,chr8,40177151,44215832,p11.21,gneg,4038681,"L boundary lifted over, R boundary at HOR array L boundary",
chr8,43200000,45200000,p11.1,acen,2000000,chr8,44215832,45270456,p11.1,acen,1054624,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr8,45200000,47200000,q11.1,acen,2000000,chr8,45270456,46325080,q11.1,acen,1054624,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr8,47200000,51300000,q11.21,gneg,4100000,chr8,46325080,51673061,q11.21,gneg,5347981,"L boundary at HOR array R boundary, R boundary lifted over",
chr8,51300000,51700000,q11.22,gpos75,400000,chr8,51673061,52073547,q11.22,gpos75,400486,liftover,
chr8,51700000,54600000,q11.23,gneg,2900000,chr8,52073547,54977464,q11.23,gneg,2903917,liftover,
chr8,54600000,60600000,q12.1,gpos50,6000000,chr8,54977464,61023743,q12.1,gpos50,6046279,liftover,
chr8,60600000,61300000,q12.2,gneg,700000,chr8,61023743,61723740,q12.2,gneg,699997,liftover,
chr8,61300000,65100000,q12.3,gpos50,3800000,chr8,61723740,65525777,q12.3,gpos50,3802037,liftover,
chr8,65100000,67100000,q13.1,gneg,2000000,chr8,65525777,67526469,q13.1,gneg,2000692,liftover,
chr8,67100000,69600000,q13.2,gpos50,2500000,chr8,67526469,70029827,q13.2,gpos50,2503358,liftover,
chr8,69600000,72000000,q13.3,gneg,2400000,chr8,70029827,72435109,q13.3,gneg,2405282,liftover,
chr8,72000000,74600000,q21.11,gpos100,2600000,chr8,72435109,75029437,q21.11,gpos100,2594328,liftover,
chr8,74600000,74700000,q21.12,gneg,100000,chr8,75029437,75129430,q21.12,gneg,99993,liftover,
chr8,74700000,83500000,q21.13,gpos75,8800000,chr8,75129430,83931590,q21.13,gpos75,8802160,liftover,
chr8,83500000,85900000,q21.2,gneg,2400000,chr8,83931590,87017433,q21.2,gneg,3085843,liftover,
chr8,85900000,92300000,q21.3,gpos100,6400000,chr8,87017433,93425090,q21.3,gpos100,6407657,liftover,
chr8,92300000,97900000,q22.1,gneg,5600000,chr8,93425090,99025482,q22.1,gneg,5600392,liftover,
chr8,97900000,100500000,q22.2,gpos25,2600000,chr8,99025482,101626041,q22.2,gpos25,2600559,liftover,
chr8,100500000,105100000,q22.3,gneg,4600000,chr8,101626041,106227505,q22.3,gneg,4601464,liftover,
chr8,105100000,109500000,q23.1,gpos75,4400000,chr8,106227505,110628554,q23.1,gpos75,4401049,liftover,
chr8,109500000,111100000,q23.2,gneg,1600000,chr8,110628554,112228628,q23.2,gneg,1600074,liftover,
chr8,111100000,116700000,q23.3,gpos100,5600000,chr8,112228628,117826624,q23.3,gpos100,5597996,liftover,
chr8,116700000,118300000,q24.11,gneg,1600000,chr8,117826624,119428452,q24.11,gneg,1601828,liftover,
chr8,118300000,121500000,q24.12,gpos50,3200000,chr8,119428452,122630227,q24.12,gpos50,3201775,liftover,
chr8,121500000,126300000,q24.13,gneg,4800000,chr8,122630227,127427152,q24.13,gneg,4796925,liftover,
chr8,126300000,130400000,q24.21,gpos50,4100000,chr8,127427152,131526643,q24.21,gpos50,4099491,liftover,
chr8,130400000,135400000,q24.22,gneg,5000000,chr8,131526643,136517853,q24.22,gneg,4991210,liftover,
chr8,135400000,138900000,q24.23,gpos75,3500000,chr8,136517853,140019529,q24.23,gpos75,3501676,liftover,
chr8,138900000,145138636,q24.3,gneg,6238636,chr8,140019529,146259331,q24.3,gneg,6239802,"L boundary liftover, R boundary set to chromosome end",
chr9,0,2200000,p24.3,gneg,2200000,chr9,0,2202472,p24.3,gneg,2202472,liftover,
chr9,2200000,4600000,p24.2,gpos25,2400000,chr9,2202472,4603652,p24.2,gpos25,2401180,liftover,
chr9,4600000,9000000,p24.1,gneg,4400000,chr9,4603652,9006617,p24.1,gneg,4402965,liftover,
chr9,9000000,14200000,p23,gpos75,5200000,chr9,9006617,14209493,p23,gpos75,5202876,liftover,
chr9,14200000,16600000,p22.3,gneg,2400000,chr9,14209493,16611825,p22.3,gneg,2402332,liftover,
chr9,16600000,18500000,p22.2,gpos25,1900000,chr9,16611825,18513245,p22.2,gpos25,1901420,liftover,
chr9,18500000,19900000,p22.1,gneg,1400000,chr9,18513245,19913875,p22.1,gneg,1400630,liftover,
chr9,19900000,25600000,p21.3,gpos100,5700000,chr9,19913875,25610359,p21.3,gpos100,5696484,liftover,
chr9,25600000,28000000,p21.2,gneg,2400000,chr9,25610359,28010599,p21.2,gneg,2400240,liftover,
chr9,28000000,33200000,p21.1,gpos100,5200000,chr9,28010599,33218700,p21.1,gpos100,5208101,liftover,
chr9,33200000,36300000,p13.3,gneg,3100000,chr9,33218700,36322011,p13.3,gneg,3103311,liftover,
chr9,36300000,37900000,p13.2,gpos25,1600000,chr9,36322011,37923910,p13.2,gpos25,1601899,liftover,
chr9,37900000,39000000,p13.1,gneg,1100000,chr9,37923910,39013701,p13.1,gneg,1089791,liftover,
chr9,39000000,40000000,p12,gpos50,1000000,chr9,39013701,40014198,p12,gpos50,1000497,liftover,
chr9,40000000,42200000,p11.2,gneg,2200000,chr9,40014198,44951775,p11.2,gneg,4937577,"L boundary lifted over, R boundary at HOR array L boundary",
chr9,42200000,43000000,p11.1,acen,800000,chr9,44951775,46267185,p11.1,acen,1315410,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chr9,43000000,45500000,q11,acen,2500000,chr9,46267185,47582595,q11,acen,1315410,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chr9,45500000,61500000,q12,gvar,16000000,chr9,47582595,76694047,q12,gvar,29111452,"L boundary at HOR array R boundary, R boundary set to HSat3 array R boundary",
chr9,61500000,65000000,q13,gneg,3500000,chr9,76694047,77166639,q13,gneg,472592,"L boundary set to HSat3 array R boundary, R boundary set to preserve q21.11 length",
chr9,65000000,69300000,q21.11,gpos25,4300000,chr9,77166639,81466639,q21.11,gpos25,4300000,"L boundary set to preserve q21.11 length, R boundary lifted over",
chr9,69300000,71300000,q21.12,gneg,2000000,chr9,81466639,83449676,q21.12,gneg,1983037,liftover,
chr9,71300000,76600000,q21.13,gpos50,5300000,chr9,83449676,88756405,q21.13,gpos50,5306729,liftover,
chr9,76600000,78500000,q21.2,gneg,1900000,chr9,88756405,90657183,q21.2,gneg,1900778,liftover,
chr9,78500000,81500000,q21.31,gpos50,3000000,chr9,90657183,93652149,q21.31,gpos50,2994966,liftover,
chr9,81500000,84300000,q21.32,gneg,2800000,chr9,93652149,96450330,q21.32,gneg,2798181,liftover,
chr9,84300000,87800000,q21.33,gpos50,3500000,chr9,96450330,99953385,q21.33,gpos50,3503055,liftover,
chr9,87800000,89200000,q22.1,gneg,1400000,chr9,99953385,101362780,q22.1,gneg,1409395,liftover,
chr9,89200000,91200000,q22.2,gpos25,2000000,chr9,101362780,103366144,q22.2,gpos25,2003364,liftover,
chr9,91200000,93900000,q22.31,gneg,2700000,chr9,103366144,106067989,q22.31,gneg,2701845,liftover,
chr9,93900000,96500000,q22.32,gpos25,2600000,chr9,106067989,108671778,q22.32,gpos25,2603789,liftover,
chr9,96500000,99800000,q22.33,gneg,3300000,chr9,108671778,111971620,q22.33,gneg,3299842,liftover,
chr9,99800000,105400000,q31.1,gpos100,5600000,chr9,111971620,117574632,q31.1,gpos100,5603012,liftover,
chr9,105400000,108500000,q31.2,gneg,3100000,chr9,117574632,120669232,q31.2,gneg,3094600,liftover,
chr9,108500000,112100000,q31.3,gpos25,3600000,chr9,120669232,124271384,q31.3,gpos25,3602152,liftover,
chr9,112100000,114900000,q32,gneg,2800000,chr9,124271384,127092454,q32,gneg,2821070,liftover,
chr9,114900000,119800000,q33.1,gpos75,4900000,chr9,127092454,131993831,q33.1,gpos75,4901377,liftover,
chr9,119800000,123100000,q33.2,gneg,3300000,chr9,131993831,135297230,q33.2,gneg,3303399,liftover,
chr9,123100000,127500000,q33.3,gpos25,4400000,chr9,135297230,139706950,q33.3,gpos25,4409720,liftover,
chr9,127500000,130600000,q34.11,gneg,3100000,chr9,139706950,142804928,q34.11,gneg,3097978,liftover,
chr9,130600000,131100000,q34.12,gpos25,500000,chr9,142804928,143308266,q34.12,gpos25,503338,liftover,
chr9,131100000,133100000,q34.13,gneg,2000000,chr9,143308266,145314130,q34.13,gneg,2005864,liftover,
chr9,133100000,134500000,q34.2,gpos25,1400000,chr9,145314130,146716800,q34.2,gpos25,1402670,liftover,
chr9,134500000,138394717,q34.3,gneg,3894717,chr9,146716800,150617247,q34.3,gneg,3900447,"L boundary liftover, R boundary set to chromosome end",
chrX,0,4400000,p22.33,gneg,4400000,chrX,0,3944795,p22.33,gneg,3944795,manual adjustment to match neighboring band boundary,
chrX,4400000,6100000,p22.32,gpos50,1700000,chrX,3944795,5652276,p22.32,gpos50,1707481,liftover,
chrX,6100000,9600000,p22.31,gneg,3500000,chrX,5652276,9182594,p22.31,gneg,3530318,liftover,
chrX,9600000,17400000,p22.2,gpos50,7800000,chrX,9182594,16982597,p22.2,gpos50,7800003,liftover,
chrX,17400000,19200000,p22.13,gneg,1800000,chrX,16982597,18782737,p22.13,gneg,1800140,liftover,
chrX,19200000,21900000,p22.12,gpos50,2700000,chrX,18782737,21483312,p22.12,gpos50,2700575,liftover,
chrX,21900000,24900000,p22.11,gneg,3000000,chrX,21483312,24484237,p22.11,gneg,3000925,liftover,
chrX,24900000,29300000,p21.3,gpos100,4400000,chrX,24484237,28892068,p21.3,gpos100,4407831,liftover,
chrX,29300000,31500000,p21.2,gneg,2200000,chrX,28892068,31098156,p21.2,gneg,2206088,liftover,
chrX,31500000,37800000,p21.1,gpos100,6300000,chrX,31098156,37203573,p21.1,gpos100,6105417,liftover,
chrX,37800000,42500000,p11.4,gneg,4700000,chrX,37203573,41906024,p11.4,gneg,4702451,liftover,
chrX,42500000,47600000,p11.3,gpos75,5100000,chrX,41906024,47009888,p11.3,gpos75,5103864,liftover,
chrX,47600000,50100000,p11.23,gneg,2500000,chrX,47009888,49417662,p11.23,gneg,2407774,liftover,
chrX,50100000,54800000,p11.22,gpos25,4700000,chrX,49417662,54090881,p11.22,gpos25,4673219,liftover,
chrX,54800000,58100000,p11.21,gneg,3300000,chrX,54090881,57820107,p11.21,gneg,3729226,"L boundary lifted over, R boundary at HOR array L boundary",
chrX,58100000,61000000,p11.1,acen,2900000,chrX,57820107,59373565,p11.1,acen,1553458,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chrX,61000000,63800000,q11.1,acen,2800000,chrX,59373565,60927025,q11.1,acen,1553460,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chrX,63800000,65400000,q11.2,gneg,1600000,chrX,60927025,63825591,q11.2,gneg,2898566,"L boundary at HOR array R boundary, R boundary lifted over",
chrX,65400000,68500000,q12,gpos50,3100000,chrX,63825591,66933457,q12,gpos50,3107866,liftover,
chrX,68500000,73000000,q13.1,gneg,4500000,chrX,66933457,71433508,q13.1,gneg,4500051,liftover,
chrX,73000000,74700000,q13.2,gpos50,1700000,chrX,71433508,73133628,q13.2,gpos50,1700120,liftover,
chrX,74700000,76800000,q13.3,gneg,2100000,chrX,73133628,75233853,q13.3,gneg,2100225,liftover,
chrX,76800000,85400000,q21.1,gpos100,8600000,chrX,75233853,83828518,q21.1,gpos100,8594665,liftover,
chrX,85400000,87000000,q21.2,gneg,1600000,chrX,83828518,85427981,q21.2,gneg,1599463,liftover,
chrX,87000000,92700000,q21.31,gpos100,5700000,chrX,85427981,91150234,q21.31,gpos100,5722253,liftover,
chrX,92700000,94300000,q21.32,gneg,1600000,chrX,91150234,92745170,q21.32,gneg,1594936,liftover,
chrX,94300000,99100000,q21.33,gpos75,4800000,chrX,92745170,97541699,q21.33,gpos75,4796529,liftover,
chrX,99100000,103300000,q22.1,gneg,4200000,chrX,97541699,101746979,q22.1,gneg,4205280,liftover,
chrX,103300000,104500000,q22.2,gpos50,1200000,chrX,101746979,102931146,q22.2,gpos50,1184167,manual adjustment to match neighboring band boundaries,
chrX,104500000,109400000,q22.3,gneg,4900000,chrX,102931146,107847498,q22.3,gneg,4916352,liftover,
chrX,109400000,117400000,q23,gpos75,8000000,chrX,107847498,115776569,q23,gpos75,7929071,liftover,
chrX,117400000,121800000,q24,gneg,4400000,chrX,115776569,120099927,q24,gneg,4323358,liftover,
chrX,121800000,129500000,q25,gpos100,7700000,chrX,120099927,127818782,q25,gpos100,7718855,liftover,
chrX,129500000,131300000,q26.1,gneg,1800000,chrX,127818782,129624103,q26.1,gneg,1805321,liftover,
chrX,131300000,134500000,q26.2,gpos25,3200000,chrX,129624103,132825159,q26.2,gpos25,3201056,liftover,
chrX,134500000,138900000,q26.3,gneg,4400000,chrX,132825159,137210433,q26.3,gneg,4385274,liftover,
chrX,138900000,141200000,q27.1,gpos75,2300000,chrX,137210433,139517370,q27.1,gpos75,2306937,liftover,
chrX,141200000,143000000,q27.2,gneg,1800000,chrX,139517370,141308643,q27.2,gneg,1791273,liftover,
chrX,143000000,148000000,q27.3,gpos100,5000000,chrX,141308643,146265526,q27.3,gpos100,4956883,liftover,
chrX,148000000,156040895,q28,gneg,8040895,chrX,146265526,154259566,q28,gneg,7994040,"L boundary liftover, R boundary set to chromosome end",
chrY,0,300000,p11.32,gneg,300000,chrY,0,127375,p11.32,gneg,127375,used BLAST of boundary sequence to place R boundary,
chrY,300000,600000,p11.31,gpos50,300000,chrY,127375,454123,p11.31,gpos50,326748,used BLAST of boundary sequence to place R boundary,
chrY,600000,10300000,p11.2,gneg,9700000,chrY,454123,10565750,p11.2,gneg,10111627,"L boundary from BLAST, R boundary at HOR array L boundary",
chrY,10300000,10400000,p11.1,acen,100000,chrY,10565750,10724418,p11.1,acen,158668,"L boundary at HOR array L boundary, R boundary at midpoint of HOR array",
chrY,10400000,10600000,q11.1,acen,200000,chrY,10724418,10883085,q11.1,acen,158667,"R boundary at HOR array R boundary, L boundary at midpoint of HOR array",
chrY,10600000,12400000,q11.21,gneg,1800000,chrY,10883085,13307633,q11.21,gneg,2424548,"L boundary at HOR array R boundary, R boundary lifted over",
chrY,12400000,17100000,q11.221,gpos50,4700000,chrY,13307633,18006518,q11.221,gpos50,4698885,liftover,
chrY,17100000,19600000,q11.222,gneg,2500000,chrY,18006518,20506564,q11.222,gneg,2500046,liftover,
chrY,19600000,23800000,q11.223,gpos50,4200000,chrY,20506564,25062557,q11.223,gpos50,4555993,"left boundary liftover, used BLAST of boundary sequence to place R boundary",
chrY,23800000,26600000,q11.23,gneg,2800000,chrY,25062557,27449937,q11.23,gneg,2387380,R boundary placed at HSat1/3 domain start,
chrY,26600000,57227415,q12,gvar,30627415,chrY,27449937,62460029,q12,gvar,35010092,"L boundary placed at HSat1/3 domain start, R boundary set to chr end",
